(written by ASE)

9029 atoms
103 atom types

0.0                      45  xlo xhi
0.0                      45  ylo yhi
0.0                      45  zlo zhi

Masses

1      1.0079999997406976 # H
2      4.0026019989703538 # He
3      6.9399999982147245 # Li
4      9.0121830976816675 # Be
5      10.809999997219188 # B
6      12.010999996910238 # C
7      14.006999996396779 # N
8      15.998999995884349 # O
9      18.998403158112769 # F
10      20.179699994808885 # Ne
11      22.989769274086012 # Na
12      24.304999993747675 # Mg
13      26.981538493059151 # Al
14      28.084999992775295 # Si
15      30.973761990032177 # P
16      32.059999991752747 # S
17      35.449999990880691 # Cl
18      39.947999989723606 # Ar
19      39.098299989942184 # K
20      40.077999989690163 # Ca
21      44.955907988435349 # Sc
22      47.866999987686484 # Ti
23      50.941499986895586 # V
24      51.996099986624294 # Cr
25      54.938043985867495 # Mn
26      55.844999985634189 # Fe
27      58.933193984839768 # Co
28      58.693399984901454 # Ni
29      63.545999983653154 # Cu
30      65.379999983181364 # Zn
31      69.722999982064152 # Ga
32      72.629999981316345 # Ge
33      74.921594980726837 # As
34       78.97099997968516 # Se
35      79.903999979445146 # Br
36      83.797999978443443 # Kr
37      85.467799978013886 # Rb
38      87.619999977460253 # Sr
39      88.905839977129475 # Y
40       91.22399997653315 # Zr
41      92.906369976100365 # Nb
42      95.949999975317411 # Mo
43      97.907209974813938 # Tc
44      101.06999997400031 # Ru
45      102.90549997352815 # Rh
46      106.41999997262405 # Pd
47      107.86819997225152 # Ag
48      112.41399997108213 # Cd
49      114.81799997046372 # In
50      118.70999996946252 # Sn
51      121.75999996867793 # Sb
52      127.59999996717562 # Te
53      126.90446996735454 # I
54      131.29299996622564 # Xe
55      132.90545192581081 # Cs
56       137.3269999646734 # Ba
57      138.90546996426735 # La
58      140.11599996395597 # Ce
59      140.90765996375231 # Pr
60      144.24199996289454 # Nd
61      144.91275996272199 # Pm
62      150.35999996132077 # Sm
63      151.96399996090813 # Eu
64      157.24999995954832 # Gd
65      158.92534995911737 # Tb
66       162.4999999581978 # Dy
67      164.93032995757261 # Ho
68      167.25899995697355 # Er
69      168.93421995654265 # Tm
70      173.05399995548285 # Yb
71      174.96679995499079 # Lu
72      178.48999995408445 # Hf
73      180.94787995345217 # Ta
74      183.83999995270821 # W
75       186.2069999520993 # Re
76       190.2299999510644 # Os
77      192.21699995055329 # Ir
78      195.08399994981576 # Pt
79      196.96656894933145 # Au
80      200.59199994839886 # Hg
81      204.37999994742441 # Tl
82      207.19999994669897 # Pb
83      208.98039994624096 # Bi
84      208.98242994624044 # Po
85        209.987149945982 # At
86      222.01757994288724 # Rn
87      223.01973994262946 # Fr
88      226.02540994185622 # Ra
89      227.02774994159839 # Ac
90      232.03769994030961 # Th
91      231.03587994056733 # Pa
92      238.02890993876841 # U
93      237.04816993902071 # Np
94      244.06420993721588 # Pu
95      243.06137993747384 # Am
96      247.07034993644254 # Cm
97      247.07030993644256 # Bk
98      251.07958993541121 # Cf
99      252.08299993515308 # Es
100      257.09510993386374 # Fm
101      258.09842993360564 # Md
102      259.10099993334774 # No
103      262.10999993257371 # Lr

Atoms # atomic

     1   7      20.106086000000001      26.510636000000002               19.959384
     2   6      19.898199999999999                27.86844               20.489666
     3   8      19.346412999999998               25.225773                17.65305
     4   6      22.261642999999999      23.738112000000001      17.874935000000001
     5   6      21.103065000000001      25.784911000000001      20.788170999999998
     6   6      21.082090999999998      28.778428000000002      20.202840999999999
     7   7      21.402653000000001      28.808904999999999               18.767305
     8   6      22.758576999999999      29.344692999999999      18.479659000000002
     9   6               23.880972      28.977748999999999      19.446193000000001
    10   6      18.832415000000001      25.755618999999999               19.908949
    11   7      23.957813999999999      27.577784999999999      19.845299000000001
    12   6               24.084042               26.660038      18.715654000000001
    13   6      23.732870999999999      25.220877000000002      19.081520999999999
    14   7      22.304607000000001      24.846965000000001      18.860662999999999
    15   6               21.592934      24.522241000000001      20.110673999999999
    16   6               20.429278               29.672362      18.048767999999999
    17   6      20.399422000000001               29.392789      16.540738999999999
    18   8               20.511346      28.128858000000001      16.270174000000001
    19   6      18.759872000000001      24.789681000000002      18.721924999999999
    20   6               22.739563               24.281862      16.521243999999999
    21   8      23.487158000000001      23.654419000000001      15.807620999999999
    22   6               25.030859               27.339717               20.825533
    23   6      24.573433999999999      26.773185999999999      22.168527999999998
    24   8      24.995733999999999               25.701791               22.587888
    25   1      17.141818000000001      21.984491999999999               23.141251
    26   1      18.012574999999998               26.464748      19.763027999999998
    27   1      19.714708999999999      27.845414000000002               21.573045
    28   1      20.861523999999999      29.787051000000002      20.581662999999999
